customer_id,name,email,membership_age,revenue,Preferred_film_language,Preferred_film_category,city,preferred_film_year
204,ROSEMARY SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",557,"00s,00s"
205,EILEEN CARR,EILEEN.CARR@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",122,"00s,00s"
207,GERTRUDE CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",371,"00s,00s"
208,LUCY WHEELER,LUCY.WHEELER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",51,00s
209,TONYA CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",74,"00s,00s"
210,ELLA OLIVER,ELLA.OLIVER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",7,"00s,00s"
211,STACEY MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",174,00s
212,WILMA RICHARDS,WILMA.RICHARDS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",65,"00s,00s"
213,GINA WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",518,"00s,00s"
214,KRISTIN JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",508,"00s,00s"
215,JESSIE BANKS,JESSIE.BANKS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",498,"00s,00s"
216,NATALIE MEYER,NATALIE.MEYER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",28,"00s,00s"
217,AGNES BISHOP,AGNES.BISHOP@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",448,"00s,00s"
218,VERA MCCOY,VERA.MCCOY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",251,00s
219,WILLIE HOWELL,WILLIE.HOWELL@sakilacustomer.org,185,0.00,Italian,"Sports,Animation,Documentary,Sci-Fi,Family",567,00s
220,CHARLENE ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",593,"00s,00s"
221,BESSIE MORRISON,BESSIE.MORRISON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",511,"00s,00s"
222,DELORES HANSEN,DELORES.HANSEN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",235,"00s,00s"
223,MELINDA FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",324,00s
224,PEARL GARZA,PEARL.GARZA@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",243,00s
225,ARLENE HARVEY,ARLENE.HARVEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",22,"00s,00s"
227,COLLEEN BURTON,COLLEEN.BURTON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",439,"00s,00s"
228,ALLISON STANLEY,ALLISON.STANLEY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",406,"00s,00s"
230,JOY GEORGE,JOY.GEORGE@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",86,"00s,00s"
231,GEORGIA JACOBS,GEORGIA.JACOBS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",559,"00s,00s"
232,CONSTANCE REID,CONSTANCE.REID@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",596,"00s,00s"
234,CLAUDIA FULLER,CLAUDIA.FULLER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",233,"00s,00s"
235,JACKIE LYNCH,JACKIE.LYNCH@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",96,"00s,00s"
236,MARCIA DEAN,MARCIA.DEAN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",527,"00s,00s"
237,TANYA GILBERT,TANYA.GILBERT@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",357,"00s,00s"
238,NELLIE GARRETT,NELLIE.GARRETT@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",473,"00s,00s"
239,MINNIE ROMERO,MINNIE.ROMERO@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",118,"00s,00s"
240,MARLENE WELCH,MARLENE.WELCH@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",226,"00s,00s"
241,HEIDI LARSON,HEIDI.LARSON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",578,"00s,00s"
242,GLENDA FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",422,"00s,00s"
243,LYDIA BURKE,LYDIA.BURKE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",454,"00s,00s"
244,VIOLA HANSON,VIOLA.HANSON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",294,"00s,00s"
245,COURTNEY DAY,COURTNEY.DAY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",553,"00s,00s"
246,MARIAN MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",328,"00s,00s"
247,STELLA MORENO,STELLA.MORENO@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",124,"00s,00s"
248,CAROLINE BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",520,"00s,00s"
249,DORA MEDINA,DORA.MEDINA@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",535,"00s,00s"
250,JO FOWLER,JO.FOWLER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",390,"00s,00s"
251,VICKIE BREWER,VICKIE.BREWER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",198,"00s,00s"
252,MATTIE HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",312,"00s,00s"
253,TERRY CARLSON,TERRY.CARLSON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",338,"00s,00s"
254,MAXINE SILVA,MAXINE.SILVA@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",413,"00s,00s"
255,IRMA PEARSON,IRMA.PEARSON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",192,"00s,00s"
256,MABEL HOLLAND,MABEL.HOLLAND@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",342,"00s,00s"
257,MARSHA DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",64,"00s,00s"
258,MYRTLE FLEMING,MYRTLE.FLEMING@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",460,00s
259,LENA JENSEN,LENA.JENSEN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",197,"00s,00s"
260,CHRISTY VARGAS,CHRISTY.VARGAS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",136,"00s,00s"
261,DEANNA BYRD,DEANNA.BYRD@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",548,"00s,00s"
262,PATSY DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",414,"00s,00s"
263,HILDA HOPKINS,HILDA.HOPKINS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",323,"00s,00s"
264,GWENDOLYN MAY,GWENDOLYN.MAY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",203,"00s,00s"
265,JENNIE TERRY,JENNIE.TERRY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",378,00s
266,NORA HERRERA,NORA.HERRERA@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",447,"00s,00s"
267,MARGIE WADE,MARGIE.WADE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",298,"00s,00s"
268,NINA SOTO,NINA.SOTO@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",395,"00s,00s"
269,CASSANDRA WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",446,"00s,00s"
270,LEAH CURTIS,LEAH.CURTIS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",255,"00s,00s"
271,PENNY NEAL,PENNY.NEAL@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",283,00s
272,KAY CALDWELL,KAY.CALDWELL@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",584,"00s,00s"
273,PRISCILLA LOWE,PRISCILLA.LOWE@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",445,"00s,00s"
274,NAOMI JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",263,"00s,00s"
275,CAROLE BARNETT,CAROLE.BARNETT@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",404,00s
276,BRANDY GRAVES,BRANDY.GRAVES@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",573,"00s,00s"
277,OLGA JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",374,"00s,00s"
278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",222,"00s,00s"
279,DIANNE SHELTON,DIANNE.SHELTON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",514,"00s,00s"
280,TRACEY BARRETT,TRACEY.BARRETT@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",389,00s
281,LEONA OBRIEN,LEONA.OBRIEN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",175,"00s,00s"
282,JENNY CASTRO,JENNY.CASTRO@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",411,"00s,00s"
283,FELICIA SUTTON,FELICIA.SUTTON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",277,00s
284,SONIA GREGORY,SONIA.GREGORY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",69,"00s,00s"
285,MIRIAM MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",386,"00s,00s"
286,VELMA LUCAS,VELMA.LUCAS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",152,"00s,00s"
287,BECKY MILES,BECKY.MILES@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",522,"00s,00s"
288,BOBBIE CRAIG,BOBBIE.CRAIG@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",563,"00s,00s"
290,KRISTINA CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",562,"00s,00s"
291,TONI HOLT,TONI.HOLT@sakilacustomer.org,185,0.00,"English,Japanese","Action,Sports,Drama,Animation,Family",433,"00s,00s"
292,MISTY LAMBERT,MISTY.LAMBERT@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",470,00s
293,MAE FLETCHER,MAE.FLETCHER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",146,"00s,00s"
294,SHELLY WATTS,SHELLY.WATTS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",140,00s
295,DAISY BATES,DAISY.BATES@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",274,"00s,00s"
296,RAMONA HALE,RAMONA.HALE@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",400,"00s,00s"
297,SHERRI RHODES,SHERRI.RHODES@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",9,"00s,00s"
298,ERIKA PENA,ERIKA.PENA@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",387,"00s,00s"
299,JAMES GANNON,JAMES.GANNON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",205,"00s,00s"
300,JOHN FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",398,"00s,00s"
301,ROBERT BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",254,"00s,00s"
302,MICHAEL SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",536,"00s,00s"
303,WILLIAM SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",455,"00s,00s"
304,DAVID ROYAL,DAVID.ROYAL@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",99,"00s,00s"
305,RICHARD MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",33,"00s,00s"
306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",507,"00s,00s"
307,JOSEPH JOY,JOSEPH.JOY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",25,"00s,00s"
308,THOMAS GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",262,00s
309,CHRISTOPHER GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",91,"00s,00s"
310,DANIEL CABRAL,DANIEL.CABRAL@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",215,"00s,00s"
311,PAUL TROUT,PAUL.TROUT@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",286,"00s,00s"
312,MARK RINEHART,MARK.RINEHART@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",515,"00s,00s"
313,DONALD MAHON,DONALD.MAHON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",166,"00s,00s"
314,GEORGE LINTON,GEORGE.LINTON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",490,"00s,00s"
315,KENNETH GOODEN,KENNETH.GOODEN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",57,"00s,00s"
316,STEVEN CURLEY,STEVEN.CURLEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",336,"00s,00s"
317,EDWARD BAUGH,EDWARD.BAUGH@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",545,00s
318,BRIAN WYMAN,BRIAN.WYMAN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",97,00s
319,RONALD WEINER,RONALD.WEINER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",451,"00s,00s"
320,ANTHONY SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",516,"00s,00s"
321,KEVIN SCHULER,KEVIN.SCHULER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",81,"00s,00s"
322,JASON MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",45,"00s,00s"
323,MATTHEW MAHAN,MATTHEW.MAHAN@sakilacustomer.org,185,0.00,"English,French","Sports,Animation,Documentary,Sci-Fi,Family",130,"00s,00s"
324,GARY COY,GARY.COY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",591,"00s,00s"
325,TIMOTHY BUNN,TIMOTHY.BUNN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",89,00s
326,JOSE ANDREW,JOSE.ANDREW@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",269,"00s,00s"
327,LARRY THRASHER,LARRY.THRASHER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",5,"00s,00s"
328,JEFFREY SPEAR,JEFFREY.SPEAR@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",119,"00s,00s"
329,FRANK WAGGONER,FRANK.WAGGONER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",234,00s
330,SCOTT SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",42,"00s,00s"
331,ERIC ROBERT,ERIC.ROBERT@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",457,"00s,00s"
332,STEPHEN QUALLS,STEPHEN.QUALLS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",143,"00s,00s"
333,ANDREW PURDY,ANDREW.PURDY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",48,"00s,00s"
334,RAYMOND MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",505,"00s,00s"
336,JOSHUA MARK,JOSHUA.MARK@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",427,00s
337,JERRY JORDON,JERRY.JORDON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",382,"00s,00s"
338,DENNIS GILMAN,DENNIS.GILMAN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",392,"00s,00s"
339,WALTER PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",581,"00s,00s"
340,PATRICK NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",201,"00s,00s"
341,PETER MENARD,PETER.MENARD@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",151,"00s,00s"
343,DOUGLAS GRAF,DOUGLAS.GRAF@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",335,"00s,00s"
344,HENRY BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",370,"00s,00s"
345,CARL ARTIS,CARL.ARTIS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",453,"00s,00s"
346,ARTHUR SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",320,"00s,00s"
347,RYAN SALISBURY,RYAN.SALISBURY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",137,00s
348,ROGER QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",209,"00s,00s"
349,JOE GILLILAND,JOE.GILLILAND@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",221,"00s,00s"
350,JUAN FRALEY,JUAN.FRALEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",531,"00s,00s"
351,JACK FOUST,JACK.FOUST@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",597,00s
352,ALBERT CROUSE,ALBERT.CROUSE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",52,"00s,00s"
353,JONATHAN SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",393,"00s,00s"
354,JUSTIN NGO,JUSTIN.NGO@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",461,"00s,00s"
355,TERRY GRISSOM,TERRY.GRISSOM@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",331,"00s,00s"
356,GERALD FULTZ,GERALD.FULTZ@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",464,"00s,00s"
357,KEITH RICO,KEITH.RICO@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",90,"00s,00s"
358,SAMUEL MARLOW,SAMUEL.MARLOW@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",429,"00s,00s"
359,WILLIE MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",20,"00s,00s"
360,RALPH MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",32,"00s,00s"
361,LAWRENCE LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",585,"00s,00s"
362,NICHOLAS BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",66,"00s,00s"
363,ROY WHITING,ROY.WHITING@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",372,"00s,00s"
364,BENJAMIN VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",188,"00s,00s"
365,BRUCE SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",377,"00s,00s"
366,BRANDON HUEY,BRANDON.HUEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",50,"00s,00s"
367,ADAM GOOCH,ADAM.GOOCH@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",8,"00s,00s"
368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",356,"00s,00s"
369,FRED WHEAT,FRED.WHEAT@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",250,"00s,00s"
370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",191,00s
371,BILLY POULIN,BILLY.POULIN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",98,"00s,00s"
372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",415,"00s,00s"
373,LOUIS LEONE,LOUIS.LEONE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",523,"00s,00s"
374,JEREMY HURTADO,JEREMY.HURTADO@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",572,"00s,00s"
375,AARON SELBY,AARON.SELBY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",348,"00s,00s"
376,RANDY GAITHER,RANDY.GAITHER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",285,"00s,00s"
378,EUGENE CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",471,"00s,00s"
379,CARLOS COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",73,"00s,00s"
380,RUSSELL BRINSON,RUSSELL.BRINSON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",549,00s
381,BOBBY BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",493,"00s,00s"
382,VICTOR BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",322,"00s,00s"
383,MARTIN BALES,MARTIN.BALES@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",360,"00s,00s"
384,ERNEST STEPP,ERNEST.STEPP@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",210,"00s,00s"
385,PHILLIP HOLM,PHILLIP.HOLM@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",521,"00s,00s"
386,TODD TAN,TODD.TAN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",258,"00s,00s"
387,JESSE SCHILLING,JESSE.SCHILLING@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",315,"00s,00s"
388,CRAIG MORRELL,CRAIG.MORRELL@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",104,"00s,00s"
389,ALAN KAHN,ALAN.KAHN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",157,"00s,00s"
390,SHAWN HEATON,SHAWN.HEATON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",358,"00s,00s"
391,CLARENCE GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",229,"00s,00s"
392,SEAN DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",6,"00s,00s"
393,PHILIP CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",278,"00s,00s"
394,CHRIS BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",181,"00s,00s"
395,JOHNNY TURPIN,JOHNNY.TURPIN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",15,"00s,00s"
396,EARL SHANKS,EARL.SHANKS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",228,"00s,00s"
397,JIMMY SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",39,"00s,00s"
398,ANTONIO MEEK,ANTONIO.MEEK@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",44,"00s,00s"
399,DANNY ISOM,DANNY.ISOM@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",375,"00s,00s"
